# Rescaled matter transfer functions [-T_i(k)/k^2] for adiabatic (AD) mode (normalized to initial curvature=1) at redshift z=0
# for k=2.08097e-07 to 53.7894 h/Mpc,
# number of wavenumbers equal to 6855
# T_i   stands for (delta rho_i/rho_i)(k,z) with above normalization 
# The rescaling factor [-1/k^2] with k in 1/Mpc is here to match the CMBFAST/CAMB output convention
#
#
#    1:k (h/Mpc)              2:-T_cdm/k2              3:-T_b/k2                4:-T_g/k2                5:-T_ur/k2               6:-T_ncdm/k2             7:-T_tot/k2          
       2.325399566065e-03       1.921929711069e+07       1.921684205580e+07       5.642987492276e+04       0.000000000000e+00       1.888254085970e+07       5.947295591329e+06 
       2.330849687138e-03       1.921680959794e+07       1.921435164341e+07       5.665987886365e+04       0.000000000000e+00       1.887870881254e+07       5.946510539579e+06 
       2.336303687311e-03       1.921431783060e+07       1.921185695472e+07       5.686234122420e+04       0.000000000000e+00       1.887487015727e+07       5.945724142170e+06 
       2.341761548681e-03       1.921182181950e+07       1.920935800080e+07       5.703569995468e+04       0.000000000000e+00       1.887102491490e+07       5.944936402502e+06 
       2.347223253426e-03       1.920932157533e+07       1.920685479253e+07       5.717850407729e+04       0.000000000000e+00       1.886717310627e+07       5.944147323924e+06 
       2.352688783802e-03       1.920681710933e+07       1.920434734138e+07       5.728941505634e+04       0.000000000000e+00       1.886331475280e+07       5.943356909967e+06 
       2.358158122148e-03       1.920430843220e+07       1.920183565824e+07       5.736721123473e+04       0.000000000000e+00       1.885944987539e+07       5.942565163998e+06 
       2.363631250881e-03       1.920179555483e+07       1.919931975424e+07       5.741078856501e+04       0.000000000000e+00       1.885557849513e+07       5.941772089452e+06 
       2.369108152497e-03       1.919927848812e+07       1.919679964048e+07       5.741916268937e+04       0.000000000000e+00       1.885170063317e+07       5.940977689774e+06 
       2.374588809575e-03       1.919675722300e+07       1.919427530809e+07       5.739147028945e+04       0.000000000000e+00       1.884781629184e+07       5.940181962243e+06 
       2.380073204770e-03       1.919423165856e+07       1.919174665614e+07       5.732696993177e+04       0.000000000000e+00       1.884392538693e+07       5.939384875754e+06 
       2.385561320817e-03       1.919170193802e+07       1.918921382837e+07       5.722504386437e+04       0.000000000000e+00       1.884002806435e+07       5.938586474677e+06 
       2.391053140532e-03       1.918916807231e+07       1.918667683592e+07       5.708519724634e+04       0.000000000000e+00       1.883612434531e+07       5.937786762490e+06 
       2.396548646809e-03       1.918663007235e+07       1.918413568996e+07       5.690705862167e+04       0.000000000000e+00       1.883221425106e+07       5.936985742678e+06 
       2.402047822619e-03       1.918408794908e+07       1.918159040165e+07       5.669037965087e+04       0.000000000000e+00       1.882829780287e+07       5.936183418742e+06 
       2.407550651016e-03       1.918154171345e+07       1.917904098219e+07       5.643503451032e+04       0.000000000000e+00       1.882437502204e+07       5.935379794192e+06 
       2.413057115128e-03       1.917899137641e+07       1.917648744276e+07       5.614101896360e+04       0.000000000000e+00       1.882044592987e+07       5.934574872539e+06 
       2.418567198164e-03       1.917643694890e+07       1.917392979455e+07       5.580844910922e+04       0.000000000000e+00       1.881651054768e+07       5.933768657302e+06 
       2.424080883410e-03       1.917387844189e+07       1.917136804876e+07       5.543755980845e+04       0.000000000000e+00       1.881256889682e+07       5.932961152020e+06 
       2.429598154232e-03       1.917131586620e+07       1.916880221646e+07       5.502870223937e+04       0.000000000000e+00       1.880862099851e+07       5.932152360183e+06 
       2.435118994070e-03       1.916874923315e+07       1.916623230922e+07       5.458234405140e+04       0.000000000000e+00       1.880466687450e+07       5.931342285451e+06 
       2.440643386447e-03       1.916617855357e+07       1.916365833811e+07       5.409906360117e+04       0.000000000000e+00       1.880070654602e+07       5.930530931332e+06 
       2.446171314957e-03       1.916360383827e+07       1.916108031419e+07       5.357954810051e+04       0.000000000000e+00       1.879674003432e+07       5.929718301336e+06 
       2.451702763278e-03       1.916102509835e+07       1.915849824882e+07       5.302459245034e+04       0.000000000000e+00       1.879276736096e+07       5.928904399073e+06 
       2.457237715159e-03       1.915844234481e+07       1.915591215322e+07       5.243509412513e+04       0.000000000000e+00       1.878878854738e+07       5.928089228119e+06 
       2.462776154430e-03       1.915585558860e+07       1.915332203864e+07       5.181205005866e+04       0.000000000000e+00       1.878480361501e+07       5.927272792052e+06 
       2.468318064996e-03       1.915326484073e+07       1.915072791629e+07       5.115655281020e+04       0.000000000000e+00       1.878081258532e+07       5.926455094458e+06 
       2.473863430839e-03       1.915067011220e+07       1.914812979746e+07       5.046978649623e+04       0.000000000000e+00       1.877681547981e+07       5.925636138941e+06 
       2.479412236017e-03       1.914807141404e+07       1.914552769342e+07       4.975302249905e+04       0.000000000000e+00       1.877281231999e+07       5.924815929107e+06 
       2.484964464663e-03       1.914546875720e+07       1.914292161538e+07       4.900761496534e+04       0.000000000000e+00       1.876880312733e+07       5.923994468552e+06 
       2.490520100988e-03       1.914286215270e+07       1.914031157461e+07       4.823499610892e+04       0.000000000000e+00       1.876478792335e+07       5.923171760890e+06 
       2.496079129277e-03       1.914025161155e+07       1.913769758238e+07       4.743667133151e+04       0.000000000000e+00       1.876076672958e+07       5.922347809740e+06 
       2.501641533891e-03       1.913763714476e+07       1.913507964996e+07       4.661421417653e+04       0.000000000000e+00       1.875673956757e+07       5.921522618724e+06 
       2.507207299266e-03       1.913501876335e+07       1.913245778861e+07       4.576926113125e+04       0.000000000000e+00       1.875270645884e+07       5.920696191466e+06 
       2.512776409913e-03       1.913239647829e+07       1.912983200958e+07       4.490350629134e+04       0.000000000000e+00       1.874866742492e+07       5.919868531588e+06 
       2.518348850417e-03       1.912977030061e+07       1.912720232415e+07       4.401869590538e+04       0.000000000000e+00       1.874462248740e+07       5.919039642725e+06 
       2.523924605439e-03       1.912714024133e+07       1.912456874358e+07       4.311662281436e+04       0.000000000000e+00       1.874057166781e+07       5.918209528513e+06 
       2.529503659714e-03       1.912450631147e+07       1.912193127915e+07       4.219912080236e+04       0.000000000000e+00       1.873651498775e+07       5.917378192589e+06 
       2.535085998050e-03       1.912186852200e+07       1.911928994211e+07       4.126805887485e+04       0.000000000000e+00       1.873245246875e+07       5.916545638585e+06 
       2.540671605329e-03       1.911922688396e+07       1.911664474374e+07       4.032533548160e+04       0.000000000000e+00       1.872838413242e+07       5.915711870146e+06 
       2.546260466508e-03       1.911658140837e+07       1.911399569531e+07       3.937287270058e+04       0.000000000000e+00       1.872431000032e+07       5.914876890915e+06 
       2.551852566615e-03       1.911393210624e+07       1.911134280810e+07       3.841261039061e+04       0.000000000000e+00       1.872023009405e+07       5.914040704535e+06 
       2.557447890753e-03       1.911127898841e+07       1.910868609319e+07       3.744650034995e+04       0.000000000000e+00       1.871614443503e+07       5.913203314598e+06 
       2.563046424097e-03       1.910862206618e+07       1.910602556214e+07       3.647650053060e+04       0.000000000000e+00       1.871205304512e+07       5.912364724832e+06 
       2.568648151895e-03       1.910596135043e+07       1.910336122609e+07       3.550456915153e+04       0.000000000000e+00       1.870795594580e+07       5.911524938845e+06 
       2.574253059468e-03       1.910329685217e+07       1.910069309629e+07       3.453265898059e+04       0.000000000000e+00       1.870385315865e+07       5.910683960276e+06 
       2.579861132208e-03       1.910062858238e+07       1.909802118399e+07       3.356271162294e+04       0.000000000000e+00       1.869974470523e+07       5.909841792761e+06 
       2.585472355579e-03       1.909795655209e+07       1.909534550045e+07       3.259665188791e+04       0.000000000000e+00       1.869563060715e+07       5.908998439941e+06 
       2.591086715117e-03       1.909528077229e+07       1.909266605691e+07       3.163638227063e+04       0.000000000000e+00       1.869151088599e+07       5.908153905455e+06 
       2.596704196430e-03       1.909260125398e+07       1.908998286464e+07       3.068377749308e+04       0.000000000000e+00       1.868738556334e+07       5.907308192938e+06 
       2.602324785196e-03       1.908991800816e+07       1.908729593487e+07       2.974067921365e+04       0.000000000000e+00       1.868325466077e+07       5.906461306020e+06 
       2.607948467164e-03       1.908723104581e+07       1.908460527883e+07       2.880889084749e+04       0.000000000000e+00       1.867911819986e+07       5.905613248327e+06 
       2.613575228154e-03       1.908454037792e+07       1.908191090776e+07       2.789017254160e+04       0.000000000000e+00       1.867497620217e+07       5.904764023488e+06 
       2.619205054057e-03       1.908184601551e+07       1.907921283291e+07       2.698623631337e+04       0.000000000000e+00       1.867082868932e+07       5.903913635131e+06 
       2.624837930834e-03       1.907914796955e+07       1.907651106550e+07       2.609874136485e+04       0.000000000000e+00       1.866667568284e+07       5.903062086873e+06 
       2.630473844514e-03       1.907644625101e+07       1.907380561675e+07       2.522928958687e+04       0.000000000000e+00       1.866251720430e+07       5.902209382322e+06 
       2.636112781198e-03       1.907374087088e+07       1.907109649785e+07       2.437942125824e+04       0.000000000000e+00       1.865835327523e+07       5.901355525090e+06 
       2.641754727055e-03       1.907103184011e+07       1.906838372003e+07       2.355061096238e+04       0.000000000000e+00       1.865418391720e+07       5.900500518780e+06 
       2.647399668323e-03       1.906831916971e+07       1.906566729451e+07       2.274426372269e+04       0.000000000000e+00       1.865000915175e+07       5.899644366996e+06 
       2.653047591310e-03       1.906560287062e+07       1.906294723248e+07       2.196171136999e+04       0.000000000000e+00       1.864582900042e+07       5.898787073334e+06 
       2.658698482392e-03       1.906288295381e+07       1.906022354512e+07       2.120420915057e+04       0.000000000000e+00       1.864164348471e+07       5.897928641376e+06 
       2.664352328013e-03       1.906015943024e+07       1.905749624362e+07       2.047293258323e+04       0.000000000000e+00       1.863745262617e+07       5.897069074710e+06 
       2.670009114685e-03       1.905743231087e+07       1.905476533919e+07       1.976897457606e+04       0.000000000000e+00       1.863325644631e+07       5.896208376917e+06 
       2.675668828987e-03       1.905470160665e+07       1.905203084298e+07       1.909334279243e+04       0.000000000000e+00       1.862905496661e+07       5.895346551564e+06 
       2.681331457569e-03       1.905196732850e+07       1.904929276613e+07       1.844695731420e+04       0.000000000000e+00       1.862484820855e+07       5.894483602211e+06 
       2.686996987143e-03       1.904922948735e+07       1.904655111981e+07       1.783064855236e+04       0.000000000000e+00       1.862063619361e+07       5.893619532412e+06 
       2.692665404492e-03       1.904648809417e+07       1.904380591519e+07       1.724515544996e+04       0.000000000000e+00       1.861641894327e+07       5.892754345729e+06 
       2.698336696465e-03       1.904374315989e+07       1.904105716341e+07       1.669112396497e+04       0.000000000000e+00       1.861219647899e+07       5.891888045705e+06 
       2.704010849976e-03       1.904099469541e+07       1.903830487560e+07       1.616910583863e+04       0.000000000000e+00       1.860796882221e+07       5.891020635874e+06 
       2.709687852007e-03       1.903824271164e+07       1.903554906287e+07       1.567955765475e+04       0.000000000000e+00       1.860373599434e+07       5.890152119762e+06 
       2.715367689603e-03       1.903548721949e+07       1.903278973633e+07       1.522284016814e+04       0.000000000000e+00       1.859949801680e+07       5.889282500892e+06 
       2.721050349879e-03       1.903272822987e+07       1.903002690711e+07       1.479921795869e+04       0.000000000000e+00       1.859525491100e+07       5.888411782781e+06 
       2.726735820011e-03       1.902996575368e+07       1.902726058629e+07       1.440885933650e+04       0.000000000000e+00       1.859100669834e+07       5.887539968939e+06 
       2.732424087244e-03       1.902719980182e+07       1.902449078497e+07       1.405183655126e+04       0.000000000000e+00       1.858675340017e+07       5.886667062864e+06 
       2.738115138884e-03       1.902443038519e+07       1.902171751427e+07       1.372812673636e+04       0.000000000000e+00       1.858249503791e+07       5.885793068060e+06 
       2.743808962305e-03       1.902165751458e+07       1.901894078514e+07       1.343761054793e+04       0.000000000000e+00       1.857823163278e+07       5.884917987980e+06 
       2.749505544942e-03       1.901888120095e+07       1.901616060875e+07       1.318007718956e+04       0.000000000000e+00       1.857396320621e+07       5.884041826134e+06 
       2.755204874297e-03       1.901610145503e+07       1.901337699600e+07       1.295522139323e+04       0.000000000000e+00       1.856968977939e+07       5.883164585950e+06 
       2.760906937935e-03       1.901331828786e+07       1.901058995813e+07       1.276264929888e+04       0.000000000000e+00       1.856541137378e+07       5.882286270948e+06 
       2.766611723483e-03       1.901053171020e+07       1.900779950607e+07       1.260187609075e+04       0.000000000000e+00       1.856112801056e+07       5.881406884555e+06 
       2.772319218632e-03       1.900774173289e+07       1.900500565084e+07       1.247233069989e+04       0.000000000000e+00       1.855683971101e+07       5.880526430221e+06 
       2.778029411137e-03       1.900494836676e+07       1.900220840344e+07       1.237335806620e+04       0.000000000000e+00       1.855254649636e+07       5.879644911386e+06 
       2.783742288814e-03       1.900215162264e+07       1.899940777487e+07       1.230421947576e+04       0.000000000000e+00       1.854824838782e+07       5.878762331483e+06 
       2.789457839543e-03       1.899935151131e+07       1.899660377607e+07       1.226409803601e+04       0.000000000000e+00       1.854394540656e+07       5.877878693927e+06 
       2.795176051264e-03       1.899654804362e+07       1.899379641807e+07       1.225210207188e+04       0.000000000000e+00       1.853963757381e+07       5.876994002156e+06 
       2.800896911980e-03       1.899374123036e+07       1.899098571180e+07       1.226726514041e+04       0.000000000000e+00       1.853532491072e+07       5.876108259574e+06 
       2.806620409758e-03       1.899093108232e+07       1.898817166821e+07       1.230855192813e+04       0.000000000000e+00       1.853100743841e+07       5.875221469589e+06 
       2.812346532721e-03       1.898811761026e+07       1.898535429824e+07       1.237486126193e+04       0.000000000000e+00       1.852668517800e+07       5.874333635595e+06 
       2.818075269058e-03       1.898530082496e+07       1.898253361278e+07       1.246502990050e+04       0.000000000000e+00       1.852235815057e+07       5.873444760985e+06 
       2.823806607015e-03       1.898248073717e+07       1.897970962275e+07       1.257783648694e+04       0.000000000000e+00       1.851802637719e+07       5.872554849145e+06 
       2.829540534902e-03       1.897965735768e+07       1.897688233907e+07       1.271200565008e+04       0.000000000000e+00       1.851368987895e+07       5.871663903461e+06 
       2.835277041086e-03       1.897683069721e+07       1.897405177261e+07       1.286621224155e+04       0.000000000000e+00       1.850934867684e+07       5.870771927304e+06 
       2.841016113995e-03       1.897400076648e+07       1.897121793421e+07       1.303908569505e+04       0.000000000000e+00       1.850500279186e+07       5.869878924037e+06 
       2.846757742119e-03       1.897116757623e+07       1.896838083475e+07       1.322921449415e+04       0.000000000000e+00       1.850065224499e+07       5.868984897024e+06 
       2.852501914003e-03       1.896833113716e+07       1.896554048506e+07       1.343515073374e+04       0.000000000000e+00       1.849629705718e+07       5.868089849625e+06 
       2.858248618255e-03       1.896549145998e+07       1.896269689597e+07       1.365541476117e+04       0.000000000000e+00       1.849193724937e+07       5.867193785192e+06 
       2.863997843540e-03       1.896264855541e+07       1.895985007832e+07       1.388849991319e+04       0.000000000000e+00       1.848757284247e+07       5.866296707076e+06 
       2.869749578581e-03       1.895980243417e+07       1.895700004294e+07       1.413287700959e+04       0.000000000000e+00       1.848320385741e+07       5.865398618634e+06 
       2.875503812161e-03       1.895695310670e+07       1.895414680038e+07       1.438699997809e+04       0.000000000000e+00       1.847883031479e+07       5.864499523129e+06 
       2.881260533120e-03       1.895410058392e+07       1.895129036168e+07       1.464930948323e+04       0.000000000000e+00       1.847445223571e+07       5.863599423979e+06 
       2.887019730357e-03       1.895124487640e+07       1.894843073752e+07       1.491823848933e+04       0.000000000000e+00       1.847006964088e+07       5.862698324487e+06 
       2.892781392825e-03       1.894838599477e+07       1.894556793862e+07       1.519221705631e+04       0.000000000000e+00       1.846568255106e+07       5.861796227976e+06 
       2.898545509539e-03       1.894552394966e+07       1.894270197570e+07       1.546967695024e+04       0.000000000000e+00       1.846129098699e+07       5.860893137762e+06 
       2.904312069567e-03       1.894265875169e+07       1.893983285948e+07       1.574905646368e+04       0.000000000000e+00       1.845689496938e+07       5.859989057168e+06 
       2.910081062036e-03       1.893979041147e+07       1.893696060067e+07       1.602880535460e+04       0.000000000000e+00       1.845249451893e+07       5.859083989513e+06 
       2.915852476129e-03       1.893691893958e+07       1.893408520992e+07       1.630738860251e+04       0.000000000000e+00       1.844808965627e+07       5.858177938099e+06 
       2.921626301085e-03       1.893404434677e+07       1.893120669807e+07       1.658329161080e+04       0.000000000000e+00       1.844368040221e+07       5.857270906289e+06 
       2.927402526198e-03       1.893116664286e+07       1.892832507502e+07       1.685502680562e+04       0.000000000000e+00       1.843926677658e+07       5.856362897158e+06 
       2.933181140818e-03       1.892828583970e+07       1.892544035268e+07       1.712113318240e+04       0.000000000000e+00       1.843484880124e+07       5.855453914406e+06 
       2.938962134352e-03       1.892540194688e+07       1.892255254072e+07       1.738018413561e+04       0.000000000000e+00       1.843042649577e+07       5.854543961040e+06 
       2.944745496261e-03       1.892251497520e+07       1.891966165001e+07       1.763079124010e+04       0.000000000000e+00       1.842599988094e+07       5.853633040440e+06 
       2.950531216059e-03       1.891962493518e+07       1.891676769111e+07       1.787160743818e+04       0.000000000000e+00       1.842156897721e+07       5.852721155902e+06 
       2.956319283317e-03       1.891673183732e+07       1.891387067461e+07       1.810133115969e+04       0.000000000000e+00       1.841713380503e+07       5.851808310721e+06 
       2.962109687659e-03       1.891383569213e+07       1.891097061106e+07       1.831870998908e+04       0.000000000000e+00       1.841269438481e+07       5.850894508193e+06 
       2.967902418764e-03       1.891093651009e+07       1.890806751098e+07       1.852254416658e+04       0.000000000000e+00       1.840825073693e+07       5.849979751608e+06 
       2.973697466365e-03       1.890803430168e+07       1.890516138492e+07       1.871168989856e+04       0.000000000000e+00       1.840380288173e+07       5.849064044262e+06 
       2.979494820246e-03       1.890512907737e+07       1.890225224336e+07       1.888506247176e+04       0.000000000000e+00       1.839935083954e+07       5.848147389443e+06 
       2.985294470247e-03       1.890222084759e+07       1.889934009680e+07       1.904163918131e+04       0.000000000000e+00       1.839489463061e+07       5.847229790438e+06 
       2.991096406260e-03       1.889930962292e+07       1.889642495584e+07       1.918046114273e+04       0.000000000000e+00       1.839043427536e+07       5.846311250581e+06 
       2.996900618229e-03       1.889639541335e+07       1.889350683050e+07       1.930064027918e+04       0.000000000000e+00       1.838596979354e+07       5.845391773023e+06 
       3.002707096151e-03       1.889347822972e+07       1.889058573166e+07       1.940135261711e+04       0.000000000000e+00       1.838150120578e+07       5.844471361188e+06 
       3.008515830076e-03       1.889055808253e+07       1.888766166983e+07       1.948184811577e+04       0.000000000000e+00       1.837702853230e+07       5.843550018389e+06 
       3.014326810106e-03       1.888763498165e+07       1.888473465491e+07       1.954145297489e+04       0.000000000000e+00       1.837255179274e+07       5.842627747759e+06 
       3.020140026392e-03       1.888470893753e+07       1.888180469736e+07       1.957956518301e+04       0.000000000000e+00       1.836807100722e+07       5.841704552605e+06 
       3.025955469139e-03       1.888177996093e+07       1.887887180795e+07       1.959565772964e+04       0.000000000000e+00       1.836358619618e+07       5.840780436334e+06 
       3.031773128603e-03       1.887884806197e+07       1.887593599682e+07       1.958928382158e+04       0.000000000000e+00       1.835909737942e+07       5.839855402164e+06 
       3.037592995090e-03       1.887591325097e+07       1.887299727429e+07       1.956007387770e+04       0.000000000000e+00       1.835460457690e+07       5.838929453379e+06 
       3.043415058957e-03       1.887297553826e+07       1.887005565069e+07       1.950773714595e+04       0.000000000000e+00       1.835010780855e+07       5.838002593261e+06 
       3.049239310612e-03       1.887003493416e+07       1.886711113634e+07       1.943206128925e+04       0.000000000000e+00       1.834560709430e+07       5.837074825104e+06 
       3.055065740512e-03       1.886709144882e+07       1.886416374138e+07       1.933291520969e+04       0.000000000000e+00       1.834110245385e+07       5.836146152145e+06 
       3.060894339164e-03       1.886414509268e+07       1.886121347624e+07       1.921024696421e+04       0.000000000000e+00       1.833659390720e+07       5.835216577717e+06 
       3.066725097126e-03       1.886119587593e+07       1.885826035111e+07       1.906407956280e+04       0.000000000000e+00       1.833208147407e+07       5.834286105085e+06 
       3.072558005005e-03       1.885824380891e+07       1.885530437630e+07       1.889451879518e+04       0.000000000000e+00       1.832756517427e+07       5.833354737552e+06 
       3.078393053455e-03       1.885528890166e+07       1.885234556183e+07       1.870174435026e+04       0.000000000000e+00       1.832304502735e+07       5.832422478343e+06 
       3.084230233182e-03       1.885233116449e+07       1.884938391800e+07       1.848601443655e+04       0.000000000000e+00       1.831852105306e+07       5.831489330769e+06 
       3.090069534939e-03       1.884937060760e+07       1.884641945497e+07       1.824766142053e+04       0.000000000000e+00       1.831399327103e+07       5.830555298102e+06 
       3.095910949526e-03       1.884640724116e+07       1.884345218290e+07       1.798709104997e+04       0.000000000000e+00       1.830946170083e+07       5.829620383620e+06 
       3.101754467795e-03       1.884344107536e+07       1.884048211192e+07       1.770478069623e+04       0.000000000000e+00       1.830492636203e+07       5.828684590601e+06 
       3.107600080642e-03       1.884047212034e+07       1.883750925215e+07       1.740127738087e+04       0.000000000000e+00       1.830038727413e+07       5.827747922317e+06 
       3.113447779012e-03       1.883750038625e+07       1.883453361370e+07       1.707719562082e+04       0.000000000000e+00       1.829584445660e+07       5.826810382041e+06 
       3.119297553899e-03       1.883452588321e+07       1.883155520665e+07       1.673321503344e+04       0.000000000000e+00       1.829129792888e+07       5.825871973047e+06 
       3.125149396342e-03       1.883154862135e+07       1.882857404107e+07       1.637007779784e+04       0.000000000000e+00       1.828674771036e+07       5.824932698608e+06 
       3.131003297428e-03       1.882856861072e+07       1.882559012698e+07       1.598858591568e+04       0.000000000000e+00       1.828219382037e+07       5.823992561980e+06 
       3.136859248290e-03       1.882558586144e+07       1.882260347442e+07       1.558959830709e+04       0.000000000000e+00       1.827763627823e+07       5.823051566437e+06 
       3.142717240108e-03       1.882260038356e+07       1.881961409343e+07       1.517402774754e+04       0.000000000000e+00       1.827307510322e+07       5.822109715244e+06 
       3.148577264108e-03       1.881961218715e+07       1.881662199398e+07       1.474283765575e+04       0.000000000000e+00       1.826851031458e+07       5.821167011664e+06 
       3.154439311562e-03       1.881662128223e+07       1.881362718603e+07       1.429703874359e+04       0.000000000000e+00       1.826394193146e+07       5.820223458951e+06 
       3.160303373788e-03       1.881362767882e+07       1.881062967957e+07       1.383768552696e+04       0.000000000000e+00       1.825936997303e+07       5.819279060365e+06 
       3.166169442149e-03       1.881063138691e+07       1.880762948450e+07       1.336587277949e+04       0.000000000000e+00       1.825479445838e+07       5.818333819152e+06 
       3.172037508053e-03       1.880763241650e+07       1.880462661074e+07       1.288273176663e+04       0.000000000000e+00       1.825021540656e+07       5.817387738563e+06 
       3.177907562954e-03       1.880463077756e+07       1.880162106822e+07       1.238942650380e+04       0.000000000000e+00       1.824563283662e+07       5.816440821851e+06 
       3.183779598349e-03       1.880162648007e+07       1.879861286681e+07       1.188714987713e+04       0.000000000000e+00       1.824104676752e+07       5.815493072254e+06 
       3.189653605783e-03       1.879861953407e+07       1.879560201651e+07       1.137711979936e+04       0.000000000000e+00       1.823645721832e+07       5.814544493053e+06 
       3.195529576840e-03       1.879560994931e+07       1.879258852695e+07       1.086057473637e+04       0.000000000000e+00       1.823186420773e+07       5.813595087419e+06 
       3.201407503154e-03       1.879259773557e+07       1.878957240784e+07       1.033877065230e+04       0.000000000000e+00       1.822726775445e+07       5.812644858543e+06 
       3.207287376398e-03       1.878958290302e+07       1.878655366929e+07       9.812976182161e+03       0.000000000000e+00       1.822266787758e+07       5.811693809742e+06 
       3.213169188290e-03       1.878656546151e+07       1.878353232103e+07       9.284468405782e+03       0.000000000000e+00       1.821806459584e+07       5.810741944220e+06 
       3.219052930594e-03       1.878354542084e+07       1.878050837278e+07       8.754529444177e+03       0.000000000000e+00       1.821345792790e+07       5.809789265176e+06 
       3.224938595114e-03       1.878052279099e+07       1.877748183444e+07       8.224441721698e+03       0.000000000000e+00       1.820884789256e+07       5.808835775865e+06 
       3.230826173697e-03       1.877749758155e+07       1.877445271549e+07       7.695484912578e+03       0.000000000000e+00       1.820423450820e+07       5.807881479410e+06 
       3.236715658235e-03       1.877446980246e+07       1.877142102579e+07       7.168930651051e+03       0.000000000000e+00       1.819961779355e+07       5.806926379056e+06 
       3.242607040660e-03       1.877143946351e+07       1.876838677501e+07       6.646039364913e+03       0.000000000000e+00       1.819499776713e+07       5.805970477988e+06 
       3.248500312948e-03       1.876840657429e+07       1.876534997265e+07       6.128057178170e+03       0.000000000000e+00       1.819037444724e+07       5.805013779333e+06 
       3.254395467116e-03       1.876537114498e+07       1.876231062879e+07       5.616208150201e+03       0.000000000000e+00       1.818574785275e+07       5.804056286402e+06 
       3.260292495223e-03       1.876233318510e+07       1.875926875283e+07       5.111695986717e+03       0.000000000000e+00       1.818111800184e+07       5.803098002294e+06 
       3.266191389371e-03       1.875929270459e+07       1.875622435462e+07       4.615697027049e+03       0.000000000000e+00       1.817648491309e+07       5.802138930244e+06 
       3.272092141700e-03       1.875624971280e+07       1.875317744340e+07       4.129359040634e+03       0.000000000000e+00       1.817184860444e+07       5.801179073293e+06 
       3.277994744394e-03       1.875320421961e+07       1.875012802892e+07       3.653794122461e+03       0.000000000000e+00       1.816720909433e+07       5.800218434650e+06 
       3.283899189677e-03       1.875015623471e+07       1.874707612077e+07       3.190078300272e+03       0.000000000000e+00       1.816256640100e+07       5.799257017462e+06 
       3.289805469814e-03       1.874710576775e+07       1.874402172851e+07       2.739247558105e+03       0.000000000000e+00       1.815792054263e+07       5.798294824862e+06 
       3.295713577110e-03       1.874405282842e+07       1.874096486167e+07       2.302294799650e+03       0.000000000000e+00       1.815327153737e+07       5.797331859987e+06 
       3.301623503910e-03       1.874099742634e+07       1.873790552978e+07       1.880166964732e+03       0.000000000000e+00       1.814861940331e+07       5.796368125957e+06 
       3.307535242601e-03       1.873793957112e+07       1.873484374232e+07       1.473762306694e+03       0.000000000000e+00       1.814396415847e+07       5.795403625881e+06 
       3.313448785606e-03       1.873487927238e+07       1.873177950881e+07       1.083927840579e+03       0.000000000000e+00       1.813930582087e+07       5.794438362870e+06 
       3.319364125392e-03       1.873181653971e+07       1.872871283868e+07       7.114569628911e+02       0.000000000000e+00       1.813464440847e+07       5.793472340019e+06 
       3.325281254462e-03       1.872875138267e+07       1.872564374140e+07       3.570872574162e+02       0.000000000000e+00       1.812997993916e+07       5.792505560417e+06 
       3.331200165361e-03       1.872568381083e+07       1.872257222641e+07       2.149848730239e+01       0.000000000000e+00       1.812531243082e+07       5.791538027145e+06 
       3.337120850669e-03       1.872261383374e+07       1.871949830312e+07      -2.946878313525e+02       0.000000000000e+00       1.812064190127e+07       5.790569743281e+06 
       3.343043303009e-03       1.871954146086e+07       1.871642198088e+07      -5.909146682598e+02       0.000000000000e+00       1.811596836823e+07       5.789600711866e+06 
       3.348967515040e-03       1.871646670180e+07       1.871334326916e+07      -8.666859522877e+02       0.000000000000e+00       1.811129184950e+07       5.788630935987e+06 
       3.354893479461e-03       1.871338956582e+07       1.871026217709e+07      -1.121569209826e+03       0.000000000000e+00       1.810661236254e+07       5.787660418616e+06 
       3.360821189008e-03       1.871031006265e+07       1.870717871428e+07      -1.355196765346e+03       0.000000000000e+00       1.810192992523e+07       5.786689162872e+06 
       3.366750636454e-03       1.870722820176e+07       1.870409289006e+07      -1.567267724336e+03       0.000000000000e+00       1.809724455517e+07       5.785717171782e+06 
       3.372681814612e-03       1.870414399226e+07       1.870100471342e+07      -1.757545449496e+03       0.000000000000e+00       1.809255626956e+07       5.784744448264e+06 
       3.378614716330e-03       1.870105744385e+07       1.869791419392e+07      -1.925859210189e+03       0.000000000000e+00       1.808786508615e+07       5.783770995410e+06 
       3.384549334497e-03       1.869796856586e+07       1.869482134075e+07      -2.072108498975e+03       0.000000000000e+00       1.808317102232e+07       5.782796816199e+06 
       3.390485662035e-03       1.869487736769e+07       1.869172616318e+07      -2.196257838993e+03       0.000000000000e+00       1.807847409545e+07       5.781821913620e+06 
       3.396423691906e-03       1.869178385869e+07       1.868862867044e+07      -2.298338196411e+03       0.000000000000e+00       1.807377432289e+07       5.780846290652e+06 
       3.402363417106e-03       1.868868804823e+07       1.868552887175e+07      -2.378446507781e+03       0.000000000000e+00       1.806907172192e+07       5.779869950267e+06 
       3.408304830670e-03       1.868558994562e+07       1.868242677629e+07      -2.436744995397e+03       0.000000000000e+00       1.806436630977e+07       5.778892895421e+06 
